BAD_LOAN,AMOUNT_REQUESTED,EXIST_MORTG_DEBT,EXIST_PROPERTY_VALUE,EMPLOYED_YEARS,DEROG_REPORTS,DELINQ_CR_LINES,CR_LINES_AGE(MTS),NO_OF_CR_LINES,DEBT_TO_INCOME
0,7200,71509,86484,4,0.2,0.5,179.2,21.3,20.09904978
1,7300,58671,87975,3,0,0,74.06666667,16,29.43087217
1,7300,60890,75785,6,0,1,45.96666667,13,35.15706577
1,7300,28500,42050,3,0.2,0.5,179.2,21.3,35.23885602
1,7300,60971.32,77375,2,0.2,0.5,179.2,21.3,35.39515836
0,7300,131000,197500,1.5,0,0,68.03333333,23,39.47041768
0,7300,55456,86766,6,0,0,240.0567715,23,31.7246985
0,7300,60973,79443,14,0,0,239.6202977,36,36.72713636
0,7300,93428,118184,10,0.2,0.5,411.9520505,50,40.39647435
0,7300,49064,64225,6,0.2,4,106.3759993,10,40.05191523
0,7300,139348,205981,1,0,0,60.42476076,22,36.81229063
0,7400,32832,50798,10,0,0,221.3384208,31,36.00942149
0,7400,75311,89905,0,0.2,0.5,179.2,21.3,27.20199961
1,7400,2063,100448,11.2,0,0,96.13333333,14,28.74854154
0,7400,74074.7,44651,2,0,0,271.9181691,25,42.9300431
0,7400,138033,163162,11,0,0,224.8470425,19,21.05757402
0,7400,88288,119677,5,0,0,194.37214,27,26.64608364
0,7400,75547,93839,0,0.2,0.5,179.2,21.3,28.16183185
0,7400,48924,86612,4,0,0,207.7684144,30,29.93791783
0,7400,73985,114849,0,0,0,238.5863034,38,18.42136986
0,7400,74074.7,54138,1,0,0,179.2,0,12.21967996
0,7400,56596,72861,3,0,1,141.9621493,23,28.30024564
1,7400,71576,89068,0,0,0,94.78223069,17,42.803422
0,7400,65032,83184,15,0,0,230.4202559,35,35.41511292
0,7400,72739,91425,3.5,0,0,128.8333333,26,33.80657764
0,7400,82412,91326,19,0,1,316.9470825,24,37.90875019
0,7500,45864,57799,7,0.2,0,65.57119786,16,33.86574535
1,7500,57340,80000,4,0,5,86.23333333,14,26.87353856
0,7500,47518,60252,16,0,3,220.6249839,37,26.71153647
0,7500,63573,80601,4,0,0,111.4351899,14,41.77344662
1,7500,32070,36811,1,1,0,228.0360001,6,30.16221411
0,7500,44744,60518,6,0.2,0,79.41122999,16,34.39744173
0,7500,74074.7,49804,11.2,0.2,0.5,179.2,21.3,12.39123504
0,7500,72097,69408,4,1,0,155.3919622,23,41.60098336
0,7500,84479,104571,23,0,0,47.83285134,14,33.07501037
0,7500,88056,104794,25,0,0,56.75011314,14,30.53890697
0,7500,11358,36892,5,0,0,286.9228238,11,23.06292573
1,7500,59000,72000,5,0,3,295.8666667,19,35.33651961
1,7500,74074.7,102269,21,0.2,0.5,158.9,21,34.98055294
1,7500,63500,86125,5,0,0,136.1,8,29.60271817
1,7500,33600,50125,2,0,0,146.9333333,18,37.52694586
1,7500,57800,109600,4,0,1,124.1333333,18,29.90641365
1,7500,74074.7,40150,5,0,0,179.2,0,38.08706436
1,7500,80440,72920,8,0,1,201.5,24,39.49158764
1,7500,60000,87830,5,0,0,153.2666667,16,26.82435859
1,7500,126000,151380,18,0,2,75.66666667,13,38.27554799
0,7500,40936,50900,10,1,0,115.6,26,29.81052098
0,7500,74074.7,26850,20,0,0,185.6333333,16,27.99702843
1,7500,39600,42000,1,0,0,47.7,15,43.07906347
1,7500,42721,67000,15,1,3,126.7666667,23,38.32793869
1,7500,74074.7,102269,20,0.2,0.5,157.3284228,20,34.98055294
1,7500,12115,35910,13,3,6,234.9007508,24,24.66227667
0,7500,60192,76475,8,0,0,60.50362521,24,39.28051238
0,7500,57213,92458,28,0,0,243.1571192,16,23.99235335
1,7500,50000,80000,9,0.2,5,299.5666667,18,31.27144336
0,7600,133475,203936,1,0,0,87.45287008,23,37.00596784
0,7600,77518,83727,4,0.2,0.5,179.2,21.3,22.65514029
0,7600,48829,62357,3,0,1,92.94135782,12,35.67227361
0,7600,49926,58588,5,0.2,1,64.66010695,16,35.05189677
0,7600,74074.7,40341,3,0,0,265.0204754,25,43.30010531
0,7700,14776,32287,11.2,0.2,0.5,179.2,21.3,34.88046232
0,7700,32243,36369,12,0,0,180.4157867,13,21.72081838
0,7700,53377,86018,16,0,0,187.1940112,28,24.21765848
0,7700,56622,70136,7,0.2,4,120.7645092,11,38.13234577
0,7700,35100,45000,10,0,0,206.9666667,23,32.96764344
0,7700,20887,26958,0,0,0,17.4607499,6,30.23350474
1,7700,14589,33100,3,0,7,122.0666667,22,28.05836939
0,7700,76056,83643,22,0,0,353.1956285,47,28.54452887
0,7700,74074.7,68131,1,0,0,56.60990629,3,40.49982045
0,7800,44000,57500,11,0,0,95.36666667,23,30.69239006
1,7800,74074.7,11702,0,0,0,44.62959157,7,21.27178537
0,7800,58399,65945,1,0,1,106.6313416,18,37.02476444
0,7800,42802,52422,8,0.2,0.5,193.0814529,18,26.49587929
0,7800,58364,66688,3,0,2,114.512158,18,37.92927387
0,7800,64503,85608,12,0,0,235.4853772,35,34.42324885
0,7800,69662,80498,4,0,0,100.428331,14,42.80734195
0,7800,45391,61743,12,0,0,105.0875938,22,36.70541274
0,7800,48200,59000,23,0,0,274.9666667,29,28.61348596
0,7800,38506,50309,11,0,0,231.0011955,32,35.90611585
0,7800,55394,63567,23,0,0,262.0143577,29,38.98393849
0,7800,74074.7,30320,2,0,0,295.1134207,13,23.24567301
0,7800,109000,123500,6,0,1,174.4666667,19,34.14815085
1,7900,67222,75189,4,0,0,95.67687269,23,36.97971203
0,7900,44690,45841,10,0,0,185.6215923,22,32.28572409
1,7900,126919,166566,10,0.2,0.5,179.2,21.3,26.02613022
0,7900,40827,55757,14,0,0,87.60346244,11,31.8505639
0,7900,74074.7,31602,20,0,0,192.1211081,15,35.58605153
0,7900,74074.7,67081,1,0,0,59.08154143,4,41.07787822
0,7900,77221,95316,4,0,0,116.3094934,25,35.42979658
0,7900,42400,53000,2,0,1,95.36666667,20,29.96774453
1,7900,55383,70020,12,2,0,80.7789415,8,44.85897732
0,7900,74074.7,37125,11.2,0.2,0.5,285.1110151,12,29.41354976
0,7900,78532,122952,29,0,0,332.6450474,37,35.31155263
0,7900,74074.7,75462,11.2,0.2,0.5,179.2,21.3,23.34502168
0,8000,53000,65960,7.5,0,0,132.5666667,17,34.78171262
0,8000,49232,61221,23,0,0,258.1945777,29,41.24661263
0,8000,61565,87624,14,0,0,203.9971364,17,23.56256501
0,8000,82547,105361,24,0,0,52.59326412,13,32.16092259
0,8000,70546,81272,4,0,0,119.066922,31,33.3615863
0,8000,177683,251771,11.2,0,0,138.5116009,22,39.73544882
0,8000,75690,96517,1,0.2,0.5,179.2,21.3,27.33615739
1,8000,28000,41950,2,0,0,103.4,20,35.23885601
1,8000,47823,63000,5,0,0,53.66666667,18,33.03229378
1,8000,61000,90450,4,2,1,139.8666667,9,27.10362312
1,8000,58000,73750,22,0,4,221.4333333,20,34.5043144
1,8000,33000,38500,2,0,0,179.2,0,26.56423751
1,8000,33689.3,48000,3,0,0,103.7333333,13,34.01342179
1,8000,47306,68350,9,0,0,82.63333333,20,35.90909031
0,8000,45000,56100,9.9,0,0,92.3,34,32.75450131
0,8000,69341,86900,15,0,1,89.26666667,9,28.86783182
0,8000,70917,83500,8,0,0,107.5,23,32.88058959
0,8000,74074.7,34226,11.2,0.2,1,75.36666667,10,31.44126339
0,8000,78720,86800,0.1,4,0,179.2,4,30.80880132
0,8000,38758,46466.26,21,1,1,229.3,18,32.03386229
0,8000,79200,116500,8,0.2,0.5,179.2,21.3,29.670572
0,8000,63700,79754,3.8,0,0,208,16,34.16093187
0,8000,41000,54000,4,0,0,189.7,22,30.31538294
0,8000,76600,96000,2,0,0,73.03333333,24,32.85750092
0,8000,65000,93600,16,0.2,0.5,140.0666667,16,46.32840983
0,8000,49000,60000,11,0,0,107.5333333,19,30.16216493
1,8000,37871,102269,15,6,2,179.6333333,30,30.19328655
1,8000,4500,102269,1,3,2,102.4333333,15,28.74854154
1,8000,21944,31352,0,1,1,33.43333333,3,24.2843282
1,8000,86804,113000,7,1,3,145.1666667,20,34.67035489
1,8000,36000,115800,11.2,0,0,168.2333333,30,31.10368067
1,8000,32100,36739,4,0,0,79.45884505,8,31.27671568
0,8000,47154,65458,2,0,0,99.99378983,12,38.8737113
1,8000,92487,113947,8,0,3,151.8173887,19,26.45752445
0,8000,84282,121045,28,0,0,330.1748556,37,35.36268639
0,8000,57361,71167,2,0,1,130.767035,22,29.38198545
0,8000,80817,89515,0,3,0,179.2,4,29.63890142
0,8000,74074.7,49000,11,1,0,310.4,13,18.04639995
0,8000,84730,123455,9,0.2,0.5,179.2,21.3,40.03264933
0,8000,74074.7,68572,1,0,0,53.93513771,4,37.7039115
0,8100,78508,200133,14,0,0,9.1,8,20.26301772
0,8100,48781,50434,5,0,0,75.63504768,18,24.54519214
0,8100,84822,123854,31,0,0,340.7444307,38,36.20511455
0,8100,53863,74705,0,0,0,66.29457039,21,26.04646942
0,8100,81322,97823,3,0,0,118.468506,25,32.71677759
0,8100,46380,58745,7,0,0,78.36008764,18,22.37534117
0,8100,66546,84943,3,0,0,225.6909893,15,30.3980051
0,8100,54841,71400,6,0,0,89.23333333,15,40.36689461
0,8100,66691,82768,4,0,0,184.1934176,15,32.39650949
1,8100,19772,39431,0,0,1,82.33528778,12,20.34246772
0,8100,13179,32981,11.2,0.2,0.5,179.2,21.3,31.74224928
0,8100,74074.7,56386,11,1,0,294.6027668,12,32.38595617
1,8100,28523,39816,5,0,0,130.6439333,16,37.39352642
0,8100,28187,32584,0,1,0,27.04883471,7,29.28795683
0,8200,10909,37286,3,0,0,268.2546017,12,22.23295281
0,8200,74074.7,50061,10,0,0,296.9016386,13,33.63213652
0,8200,101230,120087,9,0.2,0.5,419.2729655,49,40.55827149
0,8200,62603,86782,15,0,0,219.5658125,18,24.63662135
0,8200,117314,132770,4,0,1,176.3345415,19,34.55205243
0,8200,64006,80409,15,0,0,235.3632495,36,35.63672035
0,8200,74074.7,49362,11.2,0.2,0.5,179.2,21.3,11.76969215
0,8200,171456,246758,11.2,0,0,138.1548182,21,40.33786076
0,8200,72986,87621,14,0,1,86.54572702,9,24.69743042
0,8200,172497,249071,11.2,0,0,114.9819744,21,41.09802515
0,8200,51730,59025,16,0,3,220.8132902,37,24.38009265
0,8200,58536,66546,1,0,2,118.3973584,17,34.71164955
0,8200,68013,77008,8,0,0,49.1469223,23,40.7925897
0,8200,76268,89166,23,0,0,341.8553472,46,29.86957664
0,8200,74074.7,38648,11.2,0.2,0.5,302.5301822,10,30.44537563
0,8200,120837,176244,8,0,0,196.7241605,20,34.74574315
0,8200,61821,64832,5,0,0,123.2860249,34,35.87534399
0,8200,67489,80145,2,0,0,104.3965066,7,36.91231088
1,8200,87979,94854,10,0,0,108.4790238,19,41.2706826
0,8200,80989,105080,1,0,0,81.3547953,24,38.4757705
0,8200,135929,200275,0,0,0,69.61717488,23,37.80543265
0,8200,75870,97922,0,0.2,0.5,179.2,21.3,27.27636492
0,8200,48515,59240,17,0,4,214.1445097,36,27.45914423
0,8200,79751,125413,7,0.2,0.5,179.2,21.3,41.98555729
0,8200,74074.7,33540,21,0,0,178.6879275,15,36.60169886
1,8300,82000,111000,6,2,2,214.1,12,29.6302626
0,8300,57503,72704,18,0,0,156.5937076,11,33.33711876
0,8300,14601,66143,24,0,0,320.2348822,12,40.01507057
0,8300,51783,57839,3,0,0,96.17667314,20,36.21035133
0,8300,47000,78320,18,0,0,195.8333333,17,29.48938892
0,8300,59761,75081,17,0,0,147.9416425,11,31.95922724
1,8300,74074.7,47244,6,0.2,0.5,179.2,21.3,19.28737378
0,8300,178745,251935,11.2,0,0,130.7309108,22,42.35805988
0,8300,67715,86945,14,0,0,221.4749248,17,25.19429721
0,8300,44783,63424,2,0,0.5,97.90083621,12,36.5878698
0,8300,45842,50006,16,0,0,90.65307013,12,31.36082195
0,8300,101150,115215,23,0,0,130.2563294,12,36.50599948
0,8300,67839,76502,9,0,0,58.56017401,24,38.97429353
0,8300,35343,51986,10,0,0,242.818967,31,37.96660602
0,8300,54039,89301,18,0,0,173.1913224,28,26.26681575
0,8300,71922,117151,2,0,0,246.9347582,37,18.15682662
1,8300,10000,63775,0,0,0,200.8666667,14,15.25425891
0,8400,75912,95329,18,0,1,294.1642246,24,38.64180454
0,8400,39677,54707,10,0,0,203.2429653,23,31.21770976
0,8400,53841,64284,15,0,3,206.3545644,36,26.05485371
0,8400,39991,58511,10,0.2,0.5,176.9961117,19,24.29863608
0,8400,82597,83858,25,0,0,350.5681362,47,28.91075714
0,8400,82972,121796,7,0.2,0.5,179.2,21.3,41.44562357
0,8400,17479,66894,23,0,0,326.3428047,13,40.58857607
0,8400,62989,76718,3,0,2,131.4713826,22,29.20040034
0,8400,41656,51846,10,0.2,0.5,190.0175026,19,25.76896503
0,8400,77144,91532,19,0,1,311.7571824,24,40.91273699
0,8400,80490,93028,0,0.2,0.5,179.2,21.3,29.47376148
0,8400,60995,78444,4,0,1,123.7385166,23,26.9327076
0,8400,43900,55000,1,0,0,169.4333333,21,34.31110863
0,8400,30146,39326,11,0,0,183.0927495,12,23.09720188
0,8400,84666,123613,8,0.2,0.5,179.2,21.3,39.65832005
0,8400,74074.7,39106,11.2,0.2,1,80.07533919,10,35.6835022
0,8400,35240,54314,8,0,0,210.5800148,22,32.57186729
0,8400,57103,78079,0,0,0,56.30976479,21,23.52118826
0,8400,78089,90660,9,0,0,118.6353947,22,27.09304112
0,8400,77916,93589,0,0.2,0.5,179.2,21.3,27.87387063
1,8400,48032,95213,5,1,4,326.6795905,30,38.19168174
0,8400,57694,70782,4,0,0,125.7103247,34,37.62278555
0,8400,85136,125912,9,0.2,0.5,179.2,21.3,40.71517804
0,8400,102894,117799,9,0.2,0.5,420.0981644,49,39.63319009
1,8400,32000,49000,12.6,0,3,41.3,18,36.87369768
1,8400,37256,45956,1,0,0,214.44323,6,31.24524851
0,8500,83157,202962,14,0,0,13.68276401,8,21.29733923
0,8500,73752,87931,21,1,1,291.6203784,24,39.00314063
0,8500,41210,45175,9,0,0,209.4940947,22,29.96408198
1,8500,30077,42770,0.25,0,0,89.26666667,10,33.81250798
0,8500,55100,66900,15,0,0,229.2666667,32,36.2567181
1,8500,48961,73550,11,6,1,145.1,11,30.47083521
1,8500,18240,40200,1,0,1,306.4,12,32.08785644
0,8500,64665,72376,4,0,0,70.93488077,20,40.30904123
0,8500,50031,57276,0,0,0,171.2128147,21,35.15870257
0,8500,49266,64461,22,0,0,264.4080231,29,37.97675792
0,8500,50569,60940,6,0,0,189.9468977,22,29.20247674
0,8500,74074.7,27873,21,0,0,190.0618702,15,38.3754061
0,8500,47777,78979,18,0,0,202.9542765,16,34.8286475
0,8500,53459,62678,13,0,0,116.8634491,18,30.05290208
1,8500,29383,45900,8,0,0,122.1333333,22,33.83554346
0,8500,20959,62956,20,0,0,315.7073914,13,41.07759066
0,8500,6424,32365,11.2,0.2,0.5,179.2,21.3,33.9044645
0,8500,58327,75044,2,0,2,123.3653563,22,28.11181383
0,8500,73208,88588,10,0,0,114.5525823,23,30.08248898
0,8600,74074.7,54905,8,0,0,308.6501174,13,32.5539761
0,8600,74074.7,47791,11.2,0.2,0.5,179.2,21.3,14.39253608
0,8600,42380,60733,3,0,0,199.293142,22,28.43434208
1,8600,36933,42289,4,0,0,100.6164211,26,38.43649009
0,8600,21000,79000,21,0,0,239.4333333,11,23.99634021
0,8600,78579,93697,0,0,0,115.1933214,10,33.8372027
0,8600,58846,72733,14,0,0,233.1716005,32,39.77508785
0,8600,41126,55500,6,0,0,73.03333333,11,32.50656004
0,8600,22960,80874,20,0,0,238.7026834,11,25.8873199
0,8600,75464,84263,21,0,0,352.6582712,47,28.19671491
0,8600,74074.7,51703,11.2,0.2,0.5,179.2,21.3,12.10514386
0,8600,42226,50386,21,1,0,223.3264624,17,34.92786612
0,8600,45960,57473,4,0,0,189.7680601,22,26.75441155
1,8600,44992,66403,8,0,0,172.551555,27,43.87561082
0,8600,14762,66271,25,0,0,318.1492776,13,42.27663421
0,8600,61468,72143,19,0,0,163.2988599,11,31.92576655
0,8600,66366,75957,8,0,0,72.91672107,25,39.66040874
0,8700,46489,63573,4,0,0,196.24907,21,28.78792285
0,8700,57254,86883,16,0,0,172.1665627,28,25.04343675
0,8700,54283,58563,3,0,1,91.44646517,11,38.59036694
0,8700,87415,201689,13,0,0,13.92475912,7,20.25386389
0,8700,53073,83415,2,0,0,211.2687802,29,30.20150946
1,8700,62600,77600,0.5,1,0,351.0333333,13,31.84651195
0,8700,60237,69891,3,0,0,321.2748292,9,32.28031362
0,8700,77377,97070,3,0,0,68.85487717,24,38.21772578
0,8700,30716,84778,19,0,0,219.0852356,10,23.80889415
0,8700,53504,66888,7,0.2,3,112.1751208,10,39.31877226
0,8700,78817,115527,1,0,0,221.5515413,37,16.37841295
1,8700,57141,70244,8,0,0,106.8554282,19,31.89131426
0,8700,79062,98038,4,0,0,139.2640336,26,33.57803554
0,8700,51950,67475,4.5,0,1,246.4666667,16,37.48411165
0,8700,43759,50070,19,1,1,218.9062534,17,34.0581468
0,8700,93759,119459,24,0,0,138.09123,12,38.72971089
0,8700,76008,95976,0,0.2,0.5,179.2,21.3,30.02224516
0,8700,50711,87898,4,0,0,209.5214385,30,32.74300708
0,8700,62400,81315,6,0,0,98.02887044,14,26.62089773
0,8700,58060,65605,23,0,0,259.6838134,29,39.82999947
0,8700,51033,58513,2,0,0,181.8697515,20,37.87927834
0,8700,68186,82518,1,0,0,105.1022551,7,36.44893885
0,8700,52388,64332,1,0,0.5,91.11206084,12,36.87492751
0,8700,56904,64122,5,0.2,4,119.5554734,11,38.6956146
0,8700,76510,108130,2,0,0,252.8439282,37,17.41485961
1,8800,12750,102269,23,0.2,0.5,179.2,21.3,21.41068433
1,8800,108608,102269,0,0,6,253.4717586,23,32.12836724
0,8800,51740,60852,23,0,0,277.5895886,29,39.88548381
0,8800,135899,202788,1,0,0,53.76762152,23,35.93202507
1,8800,67200,80300,10,4,1,135.8666667,33,33.30028339
0,8800,26607,39710,0,0,0,104.6928252,30,38.32672821
0,8800,78953,93018,7,0,0,110.72313,22,28.28942917
0,8800,56963,70607,4,0,0,99.76441458,19,40.34526073
0,8800,74562,89695,24,0,0,338.7767458,47,28.43971651
0,8800,101717,122299,11,0.2,0.5,402.7404817,49,38.42142758
0,8800,74074.7,74928,11.2,0.2,0.5,179.2,21.3,23.98891307
0,8800,74074.7,32221,0,0,0,276.8419349,14,24.19867837
0,8800,73765,93917,15,0.2,0.5,128.8533019,15,24.49119861
0,8800,55990,89673,18,0,0,184.6259659,29,27.70164974
0,8900,80334,87448,18,0,0,279.8765502,23,38.51399745
0,8900,75441,116950,26,0,0,322.7311957,37,33.78852367
0,8900,63342,78275,19,0,0,162.1964843,11,32.61266276
0,8900,58503,74706,6,0,0,243.9359963,16,36.79323717
1,8900,60782,100000,14,0,8,129.8666667,36,31.93020324
1,8900,64343,84013,4,0,0,39.22171925,12,35.78843746
1,8900,133847,157399,17,0,2,70.88414409,12,34.70233074
1,8900,147801,157335,4,0,0,85.57486576,21,34.75656038
1,8900,72581,90585,18,1,1,207.9666667,30,27.72985906
0,8900,77261,96434,3,0,0,144.0370039,26,33.90846584
0,9000,50513,61190,5,0,0,75.38855124,11,30.49800512
0,9000,75453,100646,3,0,0,126.309835,26,33.75846632
0,9000,50170,64309,7,0.2,3,120.4312261,11,39.97548983
0,9000,81248,92503,0,0,0,121.1996495,10,37.39023989
0,9000,79259,84322,22,0,0,359.3322724,47,29.67139034
0,9000,56162,75526,6,0,0,127.7869696,15,35.73405682
0,9000,51091,68264,22,0,0,277.7556619,29,39.38731755
0,9000,93521,126024,9,0.2,0.5,411.7530813,49,41.66428104
1,9000,52311,68994,0,0,1,137.7840036,9,28.45471286
0,9000,8221,38290,4,0,0,266.3837994,12,23.70306719
0,9000,56930,67557,0,0,1,118.6995161,18,36.68688204
1,9000,52257,58275,5,0,0,80.25180099,21,34.14472595
0,9000,41153,51841,10,0,0,210.2826895,23,32.42429306
1,9000,84532,104000,3,0,0,50.66666667,3,33.23825451
0,9000,76964,90500,3,0,0,101.4,32,31.98418153
0,9000,64917,102270,10,0,0,213.0333333,21,33.12516187
0,9000,74074.7,63684,11.2,0,0,358.0666667,7,35.75771674
0,9000,50400,65000,6,0.2,0.5,117.6,24,36.75960239
0,9000,82700,121000,9,0,0,131.9,22,38.31541099
1,9000,43881,56000,5,0,3,73.03333333,28,34.9637872
1,9000,31896,46195,25,0,2,122.3891553,16,36.68165215
0,9000,56226,67466,7,0,0,126.7450871,16,33.98784698
0,9000,131108,199295,1,0,0,61.0009855,22,35.93061089
0,9000,55367,79819,5,0,0,101.281185,15,27.1892129
0,9000,50866,73064,5,0.2,0.5,118.570005,23,40.1860615
0,9000,53177,56782,9,0,0,106.500537,33,40.0841755
0,9100,74074.7,50391,11.2,0.2,0.5,179.2,21.3,15.02470583
0,9100,80719,86782,23,0,0,333.0115898,47,30.39545792
0,9100,50606,58822,11,0,0,89.64483342,22,36.30240922
1,9100,17218,36721,8,0,1,115.7520933,5,37.47941029
0,9100,43249,52946,20,1,1,228.3963399,18,35.18184074
0,9100,48797,67761,7,0.2,3,116.9791548,11,37.79737881
1,9100,74074.7,11550,11.2,0,0,51.93333333,3,38.58647512
1,9100,78369,92000,0.2,0,0,180.8333333,35,33.75413222
1,9100,28550,40300,5,0,0,109.5356355,33,23.08290534
0,9100,46406,56134,9,0,0,93.85346069,34,39.46633033
0,9100,74074.7,74450,11.2,0.2,0.5,179.2,21.3,23.94251651
0,9100,78210,86558,8,0,0,92.11150428,23,28.1670747
0,9100,59430,76897,5,0,1,246.0951091,16,37.47092338
0,9100,47756,84022,18,0,0,206.797361,17,32.39114639
0,9200,92395,114494,24,0,0,130.3767882,11,39.11215036
0,9200,19756,26140,0,1,0,0.486711451,7,27.07525664
0,9200,72859,88183,8,0,0,105.6552052,23,29.00720777
0,9200,57375,69040,0,0,1,116.4187965,18,36.62562946
0,9200,48130,62358,15,0,4,219.657131,36,27.61706343
0,9200,69657,89082,3,0,0,217.3211547,16,28.74989037
0,9300,79724,105493,2,0,0,63.43088731,23,39.38611808
0,9300,73252,100537,2,0,0,99.77452712,26,34.51463507
0,9300,30204,57036,30,0,0,235.492813,19,23.13784056
0,9300,75425,109040,2,0,0,235.9462106,38,17.87525907
0,9300,74074.7,57650,11,1,0,308.3394397,13,31.55383541
0,9300,63566,70551,14,0,0,138.3373521,19,42.48370297
0,9300,74074.7,45906,11.2,0.2,0.5,92.82171424,9,36.14127616
0,9300,46466,57182,2,0,0,100.0518662,20,38.44431799
0,9300,59617,67709,4,0,1,243.8307278,16,35.96828075
0,9300,74074.7,36793,11.2,0.2,0.5,304.5201894,11,30.73881376
1,9300,84900,105798,2,0,0,41.8072046,3,26.9566979
1,9300,78000,97700,12,0,2,88.5,29,35.48804755
1,9300,24000,37125,3.5,1,1,148.0333333,19,29.89352467
0,9300,21138,30700,3,0.2,0.5,179.2,21.3,23.98527382
0,9300,44026,70535,12,3,1,245.9,29,36.04618698
0,9300,74074.7,55350,9,0,0,308.3403318,13,33.6355254
0,9300,21979,39880,3,0.2,0.5,179.2,21.3,38.84408934
0,9300,106449,120066,18,0,1,189.9199182,15,37.08645509
0,9400,49484,59137,10,0,0,102.2726766,22,37.26913108
0,9400,74074.7,50575,11.2,0.2,0.5,99.06951832,8,35.9078154
0,9400,57105,67061,6,0,0,129.5084838,34,35.73459276
1,9400,52024,89107,0,1,0,148.8447376,26,36.08003177
0,9400,85448,94101,2,0,0,104.1133632,32,39.54184797
0,9400,81596,116738,28,0,0,338.6290354,38,34.16951368
0,9400,76989,88788,24,0,0,350.6390057,46,30.06137137
0,9400,57000,70000,4,0,0,179.5666667,17,36.6212475
0,9400,26700,40150,9,0,0,80.16666667,4,34.46338869
0,9400,74074.7,30455,18,0,0,194.614216,16,39.00006486
0,9400,61185,65302,1,0,2,117.1710044,18,35.61194388
0,9400,109991,125146,7,0,1,171.6798111,18,34.81346859
0,9400,122412,178547,7,0,0,226.0888071,19,35.46338698
0,9400,61213,70800,5,0,0,75.86265973,20,39.40381239
0,9400,53756,76077,12,2,0,244.1166529,29,33.37457063
0,9400,71600,99682,16,0.2,0.5,159.0363707,16,25.60722823
0,9400,77715,101258,2,0,0,65.87658672,23,38.10800099
0,9400,52598,74747,6,0.2,0.5,129.3438245,24,42.26546612
0,9400,53244,62245,23,0,0,276.787744,28,37.82185151
0,9400,56675,66976,6,0,0,128.071648,33,35.03337113
1,9500,36114,45654,0,0,0,83.33329177,9,25.34347845
0,9500,115186,131800,7,0,0,177.0500361,19,33.43055804
0,9500,28750,42408,0,0,0,115.5749709,30,39.05039479
0,9500,47019,59413,4,0,0,78.02555168,11,31.41813239
0,9500,131394,162449,10,0,0,222.0095049,18,19.55124299
0,9500,55862,62965,15,0,4,223.103914,36,26.14117805
0,9500,35019,52710,12,0,0,241.5817794,31,38.20866784
0,9500,21900,35250,16,0,0,59.86666667,10,24.2346474
0,9500,59494,75930,0,0,0,98.99850784,6,36.88843637
0,9500,58185,64576,6,0.2,4,127.8552645,11,38.29830913
1,9500,54612,68759,9,0,0,89.10283861,19,31.35390694
0,9500,79479,88772,8,0,0,189.5890747,12,37.95298991
1,9500,74074.7,40000,10,0,0,36.5,1,37.83647067
0,9600,62405,69459,0,0,2,86.43183174,18,36.26033127
0,9600,45158,55455,15,0,0,82.71313688,12,30.931518
0,9600,64758,63646,5,0,0,120.6445586,34,35.98492935
0,9600,53277,60843,0,0,0,180.2840616,21,37.95078758
0,9600,84333,201281,14,0,0,13.21305726,7,17.82563094
0,9600,70589,99384,0,0,1,176.4674623,31,34.23478958
1,9600,42357,99756,4,1,4,354.650225,30,36.52517293
0,9600,74074.7,68324,11.2,0,0,356.4501783,6,36.55426832
0,9600,53196,63942,16,0,4,227.563684,36,24.01676994
0,9600,56224,60260,15,0,3,219.7420453,36,25.43946354
0,9600,46683,61773,1,0,0,171.058449,20,38.00528931
0,9600,74074.7,56900,11.2,0.2,0.5,179.2,21.3,14.43523879
